sku;descripcion;marca;id_categoria;presentacion;unidadcm3;unidadkg;id_proveedor
223;PACKXX-XX-X-XXXRIDO;GRIDO;58;Pack;0.64100000000000001;3.3119999999999998;2
224;PACKXX-XX-X-XXXRIDO;GRIDO;57;Pack;0.76900000000000002;4.2240000000000002;2
225;PACKXX-XX-X-XXXBANA;VIA BANA;40;Pack;0.59499999999999997;3.3119999999999998;2
226;PACKXX-XX-X-XXXBANA;VIA BANA;40;Pack;0.69899999999999995;4.2240000000000002;2
227;PACKXX-XX-X-XXXBANA;VIA BANA;40;Pack;5;5;2
228;PACKXX-XX-X-XXXRIDO;GRIDO;36;Pack;5;5;2
229;PACKXX-XX-X-XXXRIDO;GRIDO;36;Pack;5;5;2
230;PACKXX-XX-X-XXXRIDO;GRIDO;36;Pack;5;5;2
231;PACKXX-XX-X-XXXRIDO;GRIDO;36;Pack;5;5;2
232;PACKXX-XX-X-XXXRIDO;GRIDO;36;Pack;5;5;2
233;PACKXX-XX-X-XXXRIDO;GRIDO;36;Pack;5;5;2
234;PACKXX-XX-X-XXXRIDO;GRIDO;62;Pack;5;5;2
235;PACKXX-XX-X-XXXRIDO;GRIDO;62;Pack;5;5;2
236;PACKXX-XX-X-XXXRIDO;GRIDO;62;Pack;5;5;2
237;PACKXX-XX-X-XXXRIDO;GRIDO;62;Pack;5;5;2
238;PACKXX-XX-X-XXXRIDO;GRIDO;62;Pack;5;5;2
239;PACKXX-XX-X-XXXRIDO;GRIDO;62;Pack;5;5;2
240;PACKXX-XX-X-XXXBANA;VIA BANA;41;Pack;5;5;2
241;PACKXX-XX-X-XXXBANA;VIA BANA;41;Pack;5;5;2
242;PACKXX-XX-X-XXXBANA;VIA BANA;41;Pack;5;5;2
243;PACKXX-XX-X-XXXBANA;VIA BANA;41;Pack;5;5;2
244;PACKXX-XX-X-XXXBANA;VIA BANA;41;Pack;5;5;2
245;PACKXX-XX-X-XXXBANA;VIA BANA;41;Pack;5;5;2
246;PACKXX-XX-X-XXXBANA;VIA BANA;41;Pack;5;5;2
247;PACKXX-XX-X-XXXBANA;VIA BANA;41;Pack;5;5;2
248;PACKXX-XX-X-XXXBANA;VIA BANA;41;Pack;5;5;2
249;PACKXX-XX-X-XXXBANA;VIA BANA;41;Pack;5;5;2
250;PACKXX-XX-X-XXXBANA;VIA BANA;41;Pack;5;5;2
251;PACKXX-XX-X-XXXRIDO;GRIDO;61;Pack;0.016;4.1360000000000001;2
252;PACKXX-XX-X-XXXRIDO;GRIDO;61;Pack;5;5;2
253;PACKXX-XX-X-XXXRIDO;GRIDO;61;Pack;0.016;4.2080000000000002;2
254;PACKXX-XX-X-XXXRIDO;GRIDO;61;Pack;0.016;4.2080000000000002;2
255;PACKXX-XX-X-XXXILLA;SIN DEFINIR;60;Pack;5;5;2
256;PACKXX-XX-X-XXXLATE;SIN DEFINIR;60;Pack;5;5;2
257;PACKXX-XX-X-XXXECHE;SIN DEFINIR;60;Pack;5;5;2
258;PACKXX-XX-X-XXXBANA;VIA BANA;42;Pack;0.90900000000000003;4.2080000000000002;2
259;PACKXX-XX-X-XXXBANA;VIA BANA;42;Pack;5;5;2
260;PACKXX-XX-X-XXXBANA;VIA BANA;42;Pack;0.90900000000000003;4.2080000000000002;2
261;ImpuXX-XX-X-XXXrios;SIN DEFINIR;38;Unidades;5;5;2
262;IMPUXX-XX-X-XXXRIOS;SIN DEFINIR;39;Unidades;5;5;2
263;LIMOXX-XX-X-XXXRIDO;GRIDO;43;Baldes;0.80000000000000004;7.7999999999999998;2
264;DURAXX-XX-X-XXXRIDO;GRIDO;43;Baldes;1.4080000000000001E-2;7.7999999999999998;2
265;ANANXX-XX-X-XXXRIDO;GRIDO;43;Baldes;5;5;2
266;FRUTXX-XX-X-XXXRIDO;GRIDO;43;Baldes;0.80000000000000004;7.7999999999999998;2
267;GRANXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
268;DULCXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
269;FRUTXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
270;CHOCXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
271;VAINXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
272;CREMXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
273;DULCXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
274;FLANXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
275;CREMXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
276;BANAXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
277;MENTXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
278;SUPEXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
279;COCOXX-XX-X-XXXRIDO;GRIDO;44;Baldes;5;5;2
280;CEREXX-XX-X-XXXSAR);GRIDO;45;Baldes;5;5;2
281;TRAMXX-XX-X-XXXRIDO;GRIDO;45;Baldes;5;5;2
282;KINOXX-XX-X-XXXRIDO;GRIDO;45;Baldes;5;5;2
283;TIRAXX-XX-X-XXXSAR);GRIDO;45;Baldes;5;5;2
284;CHOCXX-XX-X-XXXRIDO;GRIDO;45;Baldes;5;5;2
285;DULCXX-XX-X-XXXRIDO;GRIDO;45;Baldes;5;5;2
286;SAMBXX-XX-X-XXXRIDO;GRIDO;46;Baldes;5;5;2
287;CREMXX-XX-X-XXXRIDO;GRIDO;46;Baldes;5;5;2
288;ALMEXX-XX-X-XXXRIDO;GRIDO;46;Baldes;5;5;2
289;CHOCXX-XX-X-XXXRIDO;GRIDO;46;Baldes;5;5;2
290;AMARXX-XX-X-XXXRIDO;GRIDO;46;Baldes;5;5;2
291;CHOCXX-XX-X-XXXSAR);GRIDO;46;Kilogramos;5;5;2
292;CHOCXX-XX-X-XXXRIDO;GRIDO;46;Baldes;5;5;2
293;DULCXX-XX-X-XXXRIDO;GRIDO;46;Baldes;5;5;2
294;LIMOXX-XX-X-XXXBANA;VIA BANA;47;Baldes;1.4080000000000001E-2;7;2
295;DURAXX-XX-X-XXXBANA;VIA BANA;47;Baldes;5;5;2
296;GRANXX-XX-X-XXXBANA;VIA BANA;48;Baldes;1.4080000000000001E-2;6;2
297;DULCXX-XX-X-XXXBANA;VIA BANA;48;Baldes;1.4080000000000001E-2;6;2
298;FRUTXX-XX-X-XXXBANA;VIA BANA;48;Baldes;1.4080000000000001E-2;6;2
299;CHOCXX-XX-X-XXXBANA;VIA BANA;48;Baldes;1.4080000000000001E-2;6;2
300;VAINXX-XX-X-XXXBANA;VIA BANA;48;Baldes;1.4080000000000001E-2;6;2
301;AMERXX-XX-X-XXXBANA;VIA BANA;48;Baldes;1.4080000000000001E-2;6;2
302;CREMXX-XX-X-XXXBANA;VIA BANA;48;Baldes;5;5;2
303;DULCXX-XX-X-XXXBANA;VIA BANA;48;Baldes;1.4080000000000001E-2;6;2
304;FLANXX-XX-X-XXXBANA;VIA BANA;48;Baldes;1.4080000000000001E-2;6;2
305;CREMXX-XX-X-XXXBANA;VIA BANA;48;Baldes;5;5;2
306;BANAXX-XX-X-XXXBANA;VIA BANA;48;Baldes;1.4080000000000001E-2;6;2
307;DULCXX-XX-X-XXXBANA;VIA BANA;48;Baldes;1.4080000000000001E-2;6;2
308;CEREXX-XX-X-XXXBANA;VIA BANA;49;Baldes;1.4080000000000001E-2;6;2
309;TRAMXX-XX-X-XXXBANA;VIA BANA;49;Baldes;1.4080000000000001E-2;6;2
310;TIRAXX-XX-X-XXXBANA;VIA BANA;49;Baldes;1.4080000000000001E-2;6;2
311;CHOCXX-XX-X-XXXBANA;VIA BANA;49;Baldes;5;5;2
312;RUSAXX-XX-X-XXXBANA;VIA BANA;50;Baldes;1.4080000000000001E-2;6;2
313;CHOCXX-XX-X-XXXBANA;VIA BANA;50;Baldes;1.4080000000000001E-2;6;2
314;CHOCXX-XX-X-XXXBANA;VIA BANA;50;Baldes;1.4080000000000001E-2;6;2
315;PACKXX-XX-X-XXXBANA;VIA BANA;40;Kilogramos;5;5;2
316;PACKXX-XX-X-XXXBANA;VIA BANA;40;Kilogramos;0.83399999999999996;4;2
317;PACKXX-XX-X-XXXCANA;GRIDO;56;Kilogramos;0.83399999999999996;3.2000000000000002;2
318;PACKXX-XX-X-XXXILLA;GRIDO;56;Kilogramos;0.83399999999999996;3.2000000000000002;2
319;PACKXX-XX-X-XXX X20;GRIDO;56;Kilogramos;5;5;2
320;PACKXX-XX-X-XXX X20;GRIDO;56;Kilogramos;0.83399999999999996;4.4000000000000004;2
321;PACKXX-XX-X-XXX X20;GRIDO;56;Kilogramos;0.83399999999999996;4.4000000000000004;2
322;PACKXX-XX-X-XXXRIDO;GRIDO;56;Kilogramos;0.83399999999999996;4;2
323;PACKXX-XX-X-XXX0 VB;VIA BANA;40;Kilogramos;0.83399999999999996;3.2000000000000002;2
324;PACKXX-XX-X-XXXMISU;SIN DEFINIR;60;Kilogramos;5;5;2
325;CHOCXX-XX-X-XXXRIDO;GRIDO;45;Kilogramos;5;5;2
326;CHOCXX-XX-X-XXXRIDO;GRIDO;45;Kilogramos;5;5;2
327;CHOCXX-XX-X-XXXRIDO;GRIDO;46;Kilogramos;5;5;2
328;MASCXX-XX-X-XXXRIDO;GRIDO;46;Kilogramos;5;5;2
329;PACKXX-XX-X-XXXBANA;VIA BANA;40;Kilogramos;5;5;2
330;PACKXX-XX-X-XXXBANA;VIA BANA;40;Kilogramos;5;5;2
331;PACKXX-XX-X-XXXBANA;VIA BANA;40;Kilogramos;5;5;2
332;PACKXX-XX-X-XXXRIDO;GRIDO;57;Kilogramos;0.76900000000000002;3.6000000000000001;2
333;PACKXX-XX-X-XXXRIDO;GRIDO;57;Kilogramos;0.76900000000000002;4.032;2
334;PACKXX-XX-X-XXXRIDO;GRIDO;59;Kilogramos;0.71399999999999997;4.3200000000000003;2
335;ANANXX-XX-X-XXXSAR);GRIDO;44;Kilogramos;5;5;2
336;PACKXX-XX-X-XXX0 VB;VIA BANA;40;Kilogramos;0.83399999999999996;4.3200000000000003;2
337;COCOXX-XX-X-XXXBANA;VIA BANA;50;Kilogramos;5;5;2
338;MENTXX-XX-X-XXXBANA;VIA BANA;50;Kilogramos;1.4080000000000001E-2;6;2
339;KINOXX-XX-X-XXXBANA;VIA BANA;50;Kilogramos;1.4080000000000001E-2;6;2
340;AMARXX-XX-X-XXXBANA;VIA BANA;50;Kilogramos;5;5;2
341;PACKXX-XX-X-XXX0 VB;VIA BANA;40;Kilogramos;0.83399999999999996;4.4000000000000004;2
342;CREMXX-XX-X-XXXSAR);GRIDO;46;Baldes;5;5;2
343;PACKXX-XX-X-XXX- VB;VIA BANA;40;Kilogramos;0.69899999999999995;3.6000000000000001;2
344;PACKXX-XX-X-XXXBANA;VIA BANA;40;Kilogramos;0.69899999999999995;4.032;2
345;PACKXX-XX-X-XXXRIDO;GRIDO;63;Kilogramos;0.55600000000000005;4.1399999999999997;2
346;PACKXX-XX-X-XXXRIDO;GRIDO;63;Kilogramos;0.55600000000000005;4.1399999999999997;2
347;PACKXX-XX-X-XXXRIDO;GRIDO;63;Kilogramos;0.55600000000000005;4.1399999999999997;2
348;PACKXX-XX-X-XXXRIDO;GRIDO;63;Kilogramos;5;5;2
349;PACKXX-XX-X-XXXRIDO;GRIDO;63;Kilogramos;0.55600000000000005;4.1399999999999997;2
350;PACKXX-XX-X-XXX  VB;VIA BANA;40;Kilogramos;0.71399999999999997;4.3200000000000003;2
351;PACKXX-XX-X-XXXRIDO;GRIDO;63;Kilogramos;0.55600000000000005;4.1399999999999997;2
352;ANANXX-XX-X-XXXBANA;VIA BANA;47;Baldes;1.4080000000000001E-2;6;2
353;COMBXX-XX-X-XXXTOS);SIN DEFINIR;51;Kilogramos;5;5;2
354;COMBXX-XX-X-XXXTOS);SIN DEFINIR;51;Kilogramos;5;5;2
355;COMBXX-XX-X-XXXTOS);SIN DEFINIR;51;Kilogramos;5;5;2
356;COMBXX-XX-X-XXXTOS);SIN DEFINIR;51;Kilogramos;5;5;2
357;COMBXX-XX-X-XXXTOS);SIN DEFINIR;51;Kilogramos;5;5;2
358;COMBXX-XX-X-XXXTOS);SIN DEFINIR;51;Kilogramos;5;5;2
359;COMBXX-XX-X-XXXMICO;SIN DEFINIR;51;Kilogramos;5;5;2
360;COMBXX-XX-X-XXXMICO;SIN DEFINIR;51;Kilogramos;5;5;2
361;COMBXX-XX-X-XXXANEL;SIN DEFINIR;51;Kilogramos;5;5;2
362;COMBXX-XX-X-XXXANEL;SIN DEFINIR;51;Kilogramos;5;5;2
363;COMBXX-XX-X-XXX IMP;SIN DEFINIR;52;Kilogramos;1.76;5;2
364;COMBXX-XX-X-XXX IMP;SIN DEFINIR;52;Kilogramos;1.76;5;2
365;COMBXX-XX-X-XXX IMP;SIN DEFINIR;52;Kilogramos;1.76;5;2
366;COMBXX-XX-X-XXX IMP;SIN DEFINIR;52;Kilogramos;1.76;5;2
367;COMBXX-XX-X-XXX IMP;SIN DEFINIR;53;Kilogramos;1.76;5;2
368;COMBXX-XX-X-XXX IMP;SIN DEFINIR;53;Kilogramos;1.76;5;2
369;COMBXX-XX-X-XXX IMP;SIN DEFINIR;53;Kilogramos;1.76;5;2
370;COMBXX-XX-X-XXX IMP;SIN DEFINIR;53;Kilogramos;1.76;5;2
371;COMBXX-XX-X-XXX IMP;SIN DEFINIR;54;Kilogramos;1.76;5;2
372;COMBXX-XX-X-XXX IMP;SIN DEFINIR;54;Kilogramos;1.76;5;2
373;COMBXX-XX-X-XXX IMP;SIN DEFINIR;54;Kilogramos;1.76;5;2
374;COMBXX-XX-X-XXX IMP;SIN DEFINIR;54;Kilogramos;1.76;5;2
375;COMBXX-XX-X-XXX IMP;SIN DEFINIR;55;Kilogramos;1.76;5;2
376;COMBXX-XX-X-XXX IMP;SIN DEFINIR;55;Kilogramos;1.76;5;2
377;COMBXX-XX-X-XXX IMP;SIN DEFINIR;55;Kilogramos;1.76;5;2
378;COMBXX-XX-X-XXX IMP;SIN DEFINIR;55;Kilogramos;1.76;5;2
379;COMBXX-XX-X-XXXOTES;SIN DEFINIR;51;Kilogramos;5;5;2
380;COMBXX-XX-X-XXXOTES;SIN DEFINIR;51;Kilogramos;5;5;2
381;MASCXX-XX-X-XXXIDO.;GRIDO;45;Kilogramos;5;5;2
382;CHOCXX-XX-X-XXXIDO.;GRIDO;45;Kilogramos;5;5;2
383;REMOXX-XX-X-XXXnid.;SIN DEFINIR;85;Pack;5;5;3
384;BASEXX-XX-X-XXXBANA;VIA BANA;92;Unidades;0.02;0;3
385;MESAXX-XX-X-XXXRIOR;SIN DEFINIR;64;Unidades;0;6.0199999999999996;3
386;MESAXX-XX-X-XXXRIOR;SIN DEFINIR;64; ;5;5;3
387;SERVXX-XX-X-XXXNOX.;SIN DEFINIR;64; ;5;5;3
388;SILLXX-XX-X-XXXZADO;SIN DEFINIR;81;Unidades;5;5;3
389;SILLXX-XX-X-XXXZADA;SIN DEFINIR;81;Unidades;5;5;3
390;SOMBXX-XX-X-XXXRADA;SIN DEFINIR;79;Unidades;0;4.3799999999999999;3
391;TARIXX-XX-X-XXXDERA;SIN DEFINIR;64;No Asignada;0;0;3
392;RESIXX-XX-X-XXXDORA;SIN DEFINIR;94;Unidades;0.40000000000000002;0;3
393;PLOTXX-XX-X-XXXREZA;SIN DEFINIR;72;Unidades;5;5;3
394;PLOTXX-XX-X-XXXTANA;SIN DEFINIR;72;Unidades;5;5;3
395;PLOTXX-XX-X-XXXZADO;SIN DEFINIR;72;Unidades;5;5;3
396;BALAXX-XX-X-XXX 232;SIN DEFINIR;78;Unidades;2;2.8100000000000001;3
397;BALAXX-XX-X-XXX 232;SIN DEFINIR;64;Unidades;5;5;3
398;BALAXX-XX-X-XXX kg.;SIN DEFINIR;64; ;5;5;3
399;BAÑAXX-XX-X-XXX CC.;SIN DEFINIR;78;Unidades;3.7000000000000002;2.7799999999999998;3
400;CREMXX-XX-X-XXX2 L.;SIN DEFINIR;78;Unidades;0.26700000000000002;0;3
401;CREMXX-XX-X-XXX 1L.;SIN DEFINIR;78;Unidades;0.25;0;3
402;LICUXX-XX-X-XXX CC.;SIN DEFINIR;78;Unidades;5;5;3
403;LICUXX-XX-X-XXX CC.;SIN DEFINIR;78;Unidades;5;5;3
404;LICUXX-XX-X-XXX CC.;SIN DEFINIR;78;Unidades;5;5;3
405;SILLXX-XX-X-XXXBADO;SIN DEFINIR;73;Unidades;2.6320000000000001;0;3
406;MESAXX-XX-X-XXXRESA;SIN DEFINIR;64;Unidades;10;8.2400000000000002;3
407;SILLXX-XX-X-XXXRPOS;SIN DEFINIR;73;Unidades;100;0;3
408;PUFFXX-XX-X-XXX0.40;SIN DEFINIR;79;Unidades;2.2222;6.2699999999999996;3
409;MESAXX-XX-X-XXX0.40;SIN DEFINIR;64; ;5;5;3
410;MUEBXX-XX-X-XXXCHOS;SIN DEFINIR;81;Unidades;5;5;3
411;KIT XX-XX-X-XXXHOS);SIN DEFINIR;69;Unidades;5;5;3
412;SERVXX-XX-X-XXXx 24;SIN DEFINIR;69;Unidades;8.0000000000000002E-2;0.14999999999999999;3
413;FUENXX-XX-X-XXXMICA;SIN DEFINIR;69;Unidades;0;0.63;3
414;DISPXX-XX-X-XXXUNID;SIN DEFINIR;69;Unidades;5;5;3
415;BAÑAXX-XX-X-XXXboca;SIN DEFINIR;78;Unidades;5;5;3
416;LICUXX-XX-X-XXX CC.;SIN DEFINIR;78;Unidades;5;5;3
417;ADICXX-XX-X-XXXYLON;SIN DEFINIR;73;Unidades;5;5;3
418;ARANXX-XX-X-XXXOTOR;SIN DEFINIR;73;Unidades;5;5;3
419;ARANXX-XX-X-XXXVASO;SIN DEFINIR;73;Unidades;5;5;3
420;PERNXX-XX-X-XXXRADO;SIN DEFINIR;73;Unidades;5;5;3
421;DISPXX-XX-X-XXXADOR;SIN DEFINIR;88;Unidades;5;5;3
422;PLOTXX-XX-X-XXXZADO;SIN DEFINIR;72;Unidades;5;5;3
423;DISPXX-XX-X-XXXITAL;SIN DEFINIR;88;Unidades;5;5;3
424;DISPXX-XX-X-XXXLATA;SIN DEFINIR;69;Unidades;5;5;3
425;PLOTXX-XX-X-XXXRENA;SIN DEFINIR;72;Unidades;5;5;3
426;BOCHXX-XX-X-XXXgrs.;SIN DEFINIR;73;Unidades;6.7000000000000004E-2;0;3
427;PLOTXX-XX-X-XXXRIOR;SIN DEFINIR;73;Unidades;0;8.9999999999999997E-2;3
428;CAJAXX-XX-X-XXXX 38;GRIDO;73;Unidades;5;5;3
429;PLOTXX-XX-X-XXX 450;SIN DEFINIR;79;Unidades;5;5;3
430;PLOTXX-XX-X-XXX 330;SIN DEFINIR;79;Unidades;0;0;3
431;PLOTXX-XX-X-XXX30TC;SIN DEFINIR;71;Unidades;0;0;3
432;ESPAXX-XX-X-XXXIANO;SIN DEFINIR;73;Unidades;0.10000000000000001;0;3
433;CAPSXX-XX-X-XXXnid.;SIN DEFINIR;66;Pack;5.6000000000000001E-2;0.28999999999999998;3
434;PLOTXX-XX-X-XXXAM46;SIN DEFINIR;71;Unidades;0;0;3
435;SALSXX-XX-X-XXXunid;SIN DEFINIR;68;Pack;5;5;3
436;SALSXX-XX-X-XXXnid.;SIN DEFINIR;68;Pack;5;5;3
437;PERNXX-XX-X-XXXDORA;SIN DEFINIR;64;No Asignada;5;5;3
438;VASOXX-XX-X-XXXnid.;SIN DEFINIR;70;Pack;4;0;3
439;RECAXX-XX-X-XXXUEGO;SIN DEFINIR;64;No Asignada;5;5;3
440;RESOXX-XX-X-XXXX 10;SIN DEFINIR;73;Unidades;0.01;0.02;3
441;ROTOXX-XX-X-XXXINOX;SIN DEFINIR;73;Unidades;5;5;3
442;VALVXX-XX-X-XXXMERA;SIN DEFINIR;64;No Asignada;0;0;3
443;VASOXX-XX-X-XXXLETO;SIN DEFINIR;73;Unidades;5;5;3
444;VASOXX-XX-X-XXXLETO;SIN DEFINIR;73;Unidades;5;5;3
445;SALSXX-XX-X-XXXnid.;SIN DEFINIR;68;Pack;5;5;3
446;MINIXX-XX-X-XXXnid.;GRIDO;68;Pack;5;5;3
447;MINIXX-XX-X-XXXnid.;GRIDO;68;Pack;5;5;3
448;MINIXX-XX-X-XXXnid.;GRIDO;68;Pack;5;5;3
449;40x5XX-XX-X-XXXNID.;SIN DEFINIR;71;Pack;1.042;9.3900000000000006;3
450;50x6XX-XX-X-XXXNID.;SIN DEFINIR;71;Pack;1.042;7.5599999999999996;3
451;SALSXX-XX-X-XXXnid.;SIN DEFINIR;68;Pack;5;5;3
452;SALSXX-XX-X-XXXnid.;SIN DEFINIR;64;No Asignada;5;5;3
453;DISPXX-XX-X-XXXLSAS;SIN DEFINIR;69;Unidades;0;0;3
454;CAMPXX-XX-X-XXXle S;SIN DEFINIR;74;Unidades;5;5;3
455;CAMPXX-XX-X-XXXe 14;SIN DEFINIR;74;Unidades;2;0.53000000000000003;3
456;CAMPXX-XX-X-XXXe 16;SIN DEFINIR;74;Unidades;2;0.56000000000000005;3
457;CAMPXX-XX-X-XXXle L;SIN DEFINIR;74;Unidades;0.66000000000000003;0.58999999999999997;3
458;CAMPXX-XX-X-XXXle M;SIN DEFINIR;74;Unidades;0.66000000000000003;0.58999999999999997;3
459;CAMPXX-XX-X-XXXle S;SIN DEFINIR;74;Unidades;0.66000000000000003;0.58999999999999997;3
460;CAMPXX-XX-X-XXXe XL;SIN DEFINIR;74;Unidades;0.66000000000000003;0.58999999999999997;3
461;CAMPXX-XX-X-XXX XXL;SIN DEFINIR;74;Unidades;2;0.56000000000000005;3
462;ALFOXX-XX-X-XXXX 70;GRIDO;73;Unidades;0.26700000000000002;0.88;3
463;CARDXX-XX-X-XXXONCE;SIN DEFINIR;73;Unidades;5;5;3
464;CHALXX-XX-X-XXXARIO;SIN DEFINIR;74;Unidades;5;5;3
465;CAPSXX-XX-X-XXXnid.;SIN DEFINIR;73;No Asignada;0.02;0;3
466;TUBOXX-XX-X-XXXORTO;SIN DEFINIR;73;Unidades;0.02;0;3
467;TUBOXX-XX-X-XXXARGO;SIN DEFINIR;73;Unidades;5;5;3
468;IMAGXX-XX-X-XXX2019;SIN DEFINIR;79;Unidades;4.0000000000000001E-2;0.33000000000000002;3
469;LAVAXX-XX-X-XXXEROS;SIN DEFINIR;73;Unidades;0;0;3
470;NUMEXX-XX-X-XXXORES;SIN DEFINIR;73;Unidades;4.0000000000000001E-3;2.9999999999999999E-2;3
471;CHOMXX-XX-X-XXXe 14;SIN DEFINIR;74;Unidades;5;5;3
472;CHOMXX-XX-X-XXXe 16;SIN DEFINIR;74;Unidades;5;5;3
473;CHOMXX-XX-X-XXXle S;SIN DEFINIR;74;Unidades;5;5;3
474;ORRIXX-XX-X-XXXHICO;SIN DEFINIR;73;Unidades;5;5;3
475;SILLXX-XX-X-XXXIMET;SIN DEFINIR;73;Unidades;0;5.8600000000000003;3
476;CHOMXX-XX-X-XXXe 12;SIN DEFINIR;74;Unidades;5;5;3
477;BANDXX-XX-X-XXXRIDO;GRIDO;79;Unidades;4.0000000000000001E-2;0.13;3
478;BOLSXX-XX-X-XXXORTA;GRIDO;71;Unidades;4.1666699999999999;24.399999999999999;3
479;PANTXX-XX-X-XXXe 34;SIN DEFINIR;74;Unidades;5;5;3
480;PANTXX-XX-X-XXXe 36;SIN DEFINIR;74;Unidades;5;5;3
481;PANTXX-XX-X-XXXe 38;SIN DEFINIR;74;Unidades;5;5;3
482;PANTXX-XX-X-XXXe 40;SIN DEFINIR;74;Unidades;5;5;3
483;PANTXX-XX-X-XXXe 54;SIN DEFINIR;74;Unidades;5;5;3
484;PANTXX-XX-X-XXXe 42;SIN DEFINIR;74;Unidades;5;5;3
485;PANTXX-XX-X-XXXe 44;SIN DEFINIR;74;Unidades;5;5;3
486;PANTXX-XX-X-XXXe 46;SIN DEFINIR;74;Unidades;5;5;3
487;PANTXX-XX-X-XXXe 48;SIN DEFINIR;74;Unidades;5;5;3
488;PANTXX-XX-X-XXXe 50;SIN DEFINIR;74;Unidades;5;5;3
489;PANTXX-XX-X-XXXe 52;SIN DEFINIR;74;Unidades;5;5;3
490;PANTXX-XX-X-XXXe 50;SIN DEFINIR;74;Unidades;5;5;3
491;PULVXX-XX-X-XXX1 LT;SIN DEFINIR;64; ;5;5;3
492;IMAGXX-XX-X-XXXCTOS;SIN DEFINIR;64;No Asignada;5;5;3
493;REMEXX-XX-X-XXXLE L;SIN DEFINIR;64;No Asignada;5;5;3
494;REMEXX-XX-X-XXXLE M;SIN DEFINIR;64;No Asignada;5;5;3
495;REMEXX-XX-X-XXXLE S;SIN DEFINIR;64;No Asignada;5;5;3
496;REMEXX-XX-X-XXXE XL;SIN DEFINIR;64;No Asignada;5;5;3
497;REMEXX-XX-X-XXX XXL;SIN DEFINIR;64;No Asignada;5;5;3
498;CHOMXX-XX-X-XXXe 12;SIN DEFINIR;74;Unidades;5;5;3
499;REMEXX-XX-X-XXXE 14;SIN DEFINIR;64;No Asignada;5;5;3
500;REMEXX-XX-X-XXXE 16;SIN DEFINIR;64;No Asignada;5;5;3
501;REMEXX-XX-X-XXXLE L;SIN DEFINIR;64;No Asignada;5;5;3
502;REMEXX-XX-X-XXXLE M;SIN DEFINIR;64;No Asignada;5;5;3
503;SORBXX-XX-X-XXXnid.;SIN DEFINIR;85;Pack;5;5;3
504;REMEXX-XX-X-XXXE XL;SIN DEFINIR;64;No Asignada;5;5;3
505;REMEXX-XX-X-XXX XXL;SIN DEFINIR;64;No Asignada;5;5;3
506;ROMPXX-XX-X-XXXRANO;SIN DEFINIR;64;No Asignada;5;5;3
507;DELAXX-XX-X-XXXAZUL;SIN DEFINIR;74;Unidades;5;5;3
508;GORRXX-XX-X-XXXNICO;GRIDO;74;Unidades;0.10000000000000001;5.9999999999999998E-2;3
509;TERMXX-XX-X-XXXnid.;GRIDO;70;Pack;5;5;3
510;LISOXX-XX-X-XXX kg.;SIN DEFINIR;64;No Asignada;5;5;3
511;TERMXX-XX-X-XXXnid.;GRIDO;70;Unidades;8.3300000000000001;0;3
512;TERMXX-XX-X-XXXnid.;GRIDO;70;Pack;5;5;3
513;TAPAXX-XX-X-XXXnid.;SIN DEFINIR;64;Pack;5;5;3
514;TERMXX-XX-X-XXXMICA;SIN DEFINIR;64;No Asignada;5;5;3
515;POTEXX-XX-X-XXXnid.;SIN DEFINIR;64;No Asignada;5;5;3
516;TACHXX-XX-X-XXXora);SIN DEFINIR;73;Unidades;5;5;3
517;CREMXX-XX-X-XXXRIAL;SIN DEFINIR;78;Unidades;5;5;3
518;SERVXX-XX-X-XXXNCAS;SIN DEFINIR;71;Pack;5;5;3
519;CONSXX-XX-X-XXXDES);SIN DEFINIR;78;Unidades;200;0;3
520;CONSXX-XX-X-XXXDES);SIN DEFINIR;78;Unidades;5;5;3
521;CONSXX-XX-X-XXXDES);SIN DEFINIR;78;Unidades;200;0;3
522;CINTXX-XX-X-XXXres.;SIN DEFINIR;71;Unidades;5;5;3
523;CONSXX-XX-X-XXXTES);SIN DEFINIR;78;Unidades;5;5;3
524;EXHIXX-XX-X-XXXOLS);SIN DEFINIR;78;Unidades;100;0;3
525;BACHXX-XX-X-XXXX15);SIN DEFINIR;73;Unidades;5;5;3
526;JUEGXX-XX-X-XXX4 CR;SIN DEFINIR;73;Unidades;5;5;3
527;CUCHXX-XX-X-XXXnid.;SIN DEFINIR;85;Pack;0.78129999999999999;3.46;3
528;MONIXX-XX-X-XXXGY-G;SIN DEFINIR;78;Unidades;5;5;3
529;MODUXX-XX-X-XXXCAJA;SIN DEFINIR;81;Unidades;5;5;3
